,production
2498,20153
2499,21107
2500,21875
2501,22222
2502,22191
2503,22194
2504,22179
2505,22000
2506,22017
2507,22217
2508,22379
2509,22145
2510,22309
2511,21599
2512,20798
2513,19087
2514,17232
2515,16746
2516,16448
2517,16346
2518,17467
2519,18168
2520,18944
2521,20166
2522,21113
2523,22076
2524,23131
2525,23431
2526,23596
2527,23762
2528,23445
2529,23103
2530,23178
2531,23323
2532,23322
2533,23325
2534,22854
2535,22193
2536,22052
2537,21832
2538,20219
2539,18506
2540,17085
2541,16756
2542,16805
2543,17218
2544,18875
2545,19867
2546,21450
2547,22645
2548,23242
2549,23731
2550,23677
2551,23779
2552,23862
2553,22873
2554,22840
2555,22746
2556,23173
2557,23052
2558,23026
2559,22847
2560,22759
2561,22582
2562,21250
2563,19516
2564,18264
2565,18088
2566,18422
2567,19054
2568,19721
2569,19810
2570,21587
2571,22262
2572,23174
2573,23777
2574,23836
2575,24009
2576,23385
2577,22868
2578,22809
2579,23139
2580,23091
2581,23197
2582,23106
2583,23011
2584,22613
2585,22303
2586,21111
2587,19163
2588,18159
2589,17892
2590,17505
2591,18564
2592,19236
2593,19946
2594,21055
2595,21882
2596,22661
2597,23663
2598,23280
2599,23509
2600,22808
2601,22326
2602,22341
2603,22347
2604,22216
2605,22398
2606,22350
2607,22566
2608,22550
2609,22089
2610,21275
2611,18844
2612,17296
2613,17117
2614,17443
2615,18005
2616,19335
2617,19661
2618,20750
2619,21902
2620,22799
2621,23488
2622,22981
2623,23288
2624,23016
2625,21810
2626,21842
2627,22769
2628,22583
2629,22247
2630,21626
2631,21594
2632,21588
2633,20983
2634,19935
2635,18211
2636,16926
2637,17026
2638,17840
2639,18400
2640,20079
2641,20644
2642,21579
2643,22480
2644,23343
2645,24062
2646,23283
2647,23264
2648,22687
2649,22205
2650,21513
2651,21940
2652,22211
2653,22208
2654,21403
2655,20459
2656,19154
2657,17784
2658,17243
2659,16703
2660,16604
2661,16700
2662,16785
2663,16913
2664,17568
2665,18212
2666,19536
2667,20664
2668,21296
2669,21648
2670,22053
2671,22026
2672,21632
2673,21055
2674,20812
2675,20900
2676,21224
2677,21721
2678,20844
2679,20401
2680,19613
2681,18752
2682,18048
2683,17610
2684,17259
2685,17257
2686,17477
2687,18572
2688,19830
2689,20613
2690,21479
2691,22229
2692,22615
2693,22995
2694,22992
2695,23054
2696,22929
2697,22674
2698,22456
2699,22526
2700,22901
2701,22758
2702,22997
2703,22983
2704,23649
2705,23199
2706,21763
2707,19834
2708,18300
2709,18122
2710,18184
2711,18901
2712,20898
2713,20346
2714,22922
2715,23549
2716,24471
2717,24845
2718,24600
2719,24734
2720,24228
2721,23663
2722,23952
2723,24039
2724,24170
2725,24113
2726,23525
2727,23279
2728,22620
2729,22325
2730,20486
2731,18677
2732,17590
2733,17343
2734,17426
2735,17704
2736,18565
2737,20668
2738,22306
2739,23569
2740,24470
2741,24954
2742,25082
2743,25040
2744,24080
2745,23984
2746,23736
2747,23989
2748,24042
2749,24090
2750,24183
2751,23552
2752,23422
2753,22823
2754,20512
2755,18593
2756,17528
2757,17405
2758,17605
2759,18837
2760,19574
2761,21317
2762,22622
2763,23890
2764,24785
2765,25008
2766,24855
2767,24955
2768,24281
2769,23989
2770,24039
2771,24364
2772,24413
2773,24223
2774,23771
2775,23504
2776,23232
2777,23009
2778,21179
2779,19412
2780,18314
2781,18090
2782,18474
2783,18859
2784,19823
2785,21264
2786,22030
2787,23185
2788,23969
2789,24242
2790,24422
2791,24195
2792,23041
2793,21843
2794,22085
2795,22855
2796,22476
2797,23182
2798,22231
2799,21282
2800,20002
2801,19196
2802,18267
2803,18435
2804,18195
2805,17760
2806,17945
2807,19006
2808,20198
2809,20941
2810,21923
2811,22957
2812,23873
2813,24122
2814,23923
2815,23269
2816,22842
2817,23003
2818,23474
2819,23380
2820,23440
2821,23581
2822,23178
2823,22432
2824,20880
2825,19405
2826,18620
2827,18330
2828,18067
2829,17964
2830,18251
2831,19258
2832,19743
2833,21168
2834,22027
2835,22618
2836,23388
2837,23538
2838,23525
2839,23643
2840,23658
2841,23125
2842,23186
2843,23358
2844,23517
2845,23613
2846,23268
2847,23134
2848,22166
2849,20814
2850,19662
2851,19301
2852,19068
2853,18764
2854,19714
2855,20479
2856,21118
2857,21609
2858,22264
2859,23577
2860,24120
2861,24158
2862,24506
2863,24511
2864,24241
2865,23892
2866,24355
2867,24576
2868,24747
2869,24724
2870,24430
2871,24299
2872,24157
2873,23072
2874,22293
2875,20055
2876,18665
2877,18712
2878,19349
2879,19536
2880,21093
2881,22315
2882,23299
2883,24233
2884,24778
2885,25122
2886,25047
2887,24890
2888,23967
2889,23427
2890,23319
2891,23583
2892,23798
2893,23966
2894,24247
2895,24047
2896,23449
2897,23570
2898,22163
2899,20052
2900,18760
2901,18509
2902,18947
2903,20041
2904,21743
2905,22112
2906,23187
2907,24113
2908,24647
2909,24930
2910,24994
2911,24863
2912,24643
2913,24417
2914,24131
2915,24309
2916,24603
2917,24589
2918,24517
2919,24011
2920,23716
2921,23448
2922,22597
2923,20828
2924,19562
2925,19940
2926,20404
2927,20890
2928,21632
2929,22099
2930,23166
2931,23712
2932,25298
2933,24780
2934,24508
2935,24648
2936,24480
2937,24168
2938,23906
2939,24132
2940,25402
2941,24931
2942,24776
2943,24429
2944,23944
2945,24088
2946,22167
2947,20287
2948,19247
2949,19172
2950,19730
2951,20110
2952,21828
2953,22550
2954,23893
2955,25087
2956,26061
2957,26221
2958,26325
2959,26105
2960,26499
2961,25361
2962,25262
2963,25326
2964,25350
2965,25470
2966,25029
2967,24522
2968,24523
2969,24067
2970,22656
2971,20439
2972,19029
2973,18974
2974,19108
2975,19929
2976,21030
2977,21537
2978,23003
2979,23711
2980,24163
2981,24028
2982,24277
2983,24310
2984,23682
2985,23068
2986,23151
2987,23286
2988,23476
2989,23086
2990,22532
2991,21959
2992,21052
2993,19868
2994,19054
2995,18845
2996,18741
2997,18903
2998,20103
2999,21063
3000,21035
3001,21538
3002,21752
3003,23251
3004,22779
3005,23169
3006,23463
3007,23465
3008,23141
3009,22851
3010,22696
3011,22770
3012,22948
3013,22802
3014,22568
3015,22840
3016,22541
3017,21178
3018,19802
3019,19393
3020,19303
3021,19345
3022,19781
3023,20223
3024,21719
3025,22241
3026,23075
3027,23164
3028,23609
3029,23939
3030,23858
3031,24213
3032,24065
3033,23679
3034,24002
3035,24242
3036,24956
3037,24884
3038,25068
3039,24879
3040,24808
3041,24099
3042,23791
3043,22339
3044,21134
3045,20968
3046,21894
3047,22764
3048,23028
3049,23987
3050,24774
3051,25751
3052,26696
3053,26537
3054,27060
3055,27436
3056,27325
3057,27203
3058,27145
3059,27383
3060,26814
3061,26854
3062,26223
3063,25579
3064,25386
3065,25888
3066,23849
3067,22430
3068,21602
3069,21605
3070,22446
3071,22234
3072,23897
3073,24014
3074,24867
3075,26082
3076,26200
3077,26038
3078,26549
3079,26848
3080,26746
3081,26839
3082,27065
3083,26699
3084,26995
3085,26728
3086,26637
3087,25891
3088,26170
3089,24691
3090,23523
3091,21789
3092,21164
3093,21109
3094,21996
3095,22787
3096,22897
3097,22594
3098,24559
3099,25698
3100,26759
3101,26231
3102,26728
3103,27331
3104,27336
3105,27019
3106,26429
3107,26411
3108,26389
3109,26398
3110,25996
3111,25681
3112,24966
3113,24672
3114,22830
3115,21858
3116,20890
3117,20954
3118,21426
3119,22401
3120,22909
3121,23963
3122,24769
3123,25851
3124,26771
3125,26645
3126,27168
3127,27151
3128,26776
3129,26551
3130,26516
3131,26237
3132,26132
3133,25692
3134,25241
3135,25174
3136,25371
3137,24275
3138,23477
3139,21693
3140,21403
3141,21018
3142,21395
3143,21368
3144,22015
3145,23444
3146,23866
3147,24987
3148,25665
3149,25941
3150,25969
3151,25725
3152,25270
3153,24859
3154,24525
3155,24582
3156,24938
3157,24718
3158,25096
3159,23524
3160,22567
3161,21049
3162,20295
3163,20210
3164,20581
3165,21214
3166,21072
3167,22206
3168,22590
3169,23798
3170,23930
3171,24236
3172,24916
3173,25046
3174,25352
3175,25548
3176,25591
3177,25620
3178,25588
3179,25419
3180,25373
3181,24991
3182,25103
3183,25044
3184,23643
3185,22308
3186,20956
3187,20826
3188,20740
3189,21393
3190,21568
3191,22123
3192,22601
3193,23538
3194,23686
3195,24858
3196,24850
3197,24977
3198,24763
3199,25237
3200,25481
3201,25931
3202,25105
3203,24861
3204,24434
3205,24708
3206,24452
3207,24704
3208,23882
3209,22715
3210,21316
3211,20213
3212,19944
3213,20278
3214,20470
3215,21124
3216,21723
3217,22666
3218,23537
3219,24055
3220,25040
3221,25446
3222,25488
3223,25323
3224,24860
3225,24707
3226,24702
3227,24863
3228,24331
3229,24085
3230,24035
3231,24332
3232,24052
3233,23777
3234,22826
3235,21641
3236,20881
3237,21370
3238,21640
3239,22103
3240,22525
3241,23075
3242,24368
3243,24814
3244,25255
3245,25131
3246,25516
3247,25745
3248,24971
3249,25011
3250,24814
3251,24810
3252,24976
3253,24958
3254,24630
3255,24519
3256,24184
3257,23299
3258,22217
3259,21014
3260,19953
3261,20573
3262,20845
3263,21313
3264,21837
3265,22402
3266,23359
3267,24157
3268,24650
3269,24779
3270,25454
3271,25471
3272,25106
3273,24801
3274,24836
3275,24961
3276,24996
3277,24896
3278,24595
3279,24380
3280,23885
3281,23400
3282,22024
3283,20684
3284,20144
3285,20164
3286,20368
3287,20670
3288,21295
3289,21799
3290,22975
3291,23911
3292,24692
3293,24874
3294,25353
3295,25553
3296,25189
3297,24875
3298,24842
3299,24976
3300,24960
3301,24572
3302,23826
3303,23507
3304,23224
3305,21757
3306,20881
3307,19206
3308,18629
3309,18712
3310,19013
3311,19135
3312,19953
3313,21482
3314,22135
3315,23130
3316,23633
3317,24352
3318,24413
3319,24532
3320,23902
3321,22564
3322,21590
3323,21794
3324,22313
3325,22011
3326,22016
3327,21472
3328,20643
3329,19529
3330,18918
3331,18555
3332,18353
3333,18572
3334,18953
3335,19649
3336,20675
3337,21815
3338,22775
3339,23284
3340,23748
3341,23999
3342,24537
3343,24531
3344,24423
3345,23451
3346,24024
3347,24016
3348,23928
3349,24880
3350,24590
3351,24041
3352,23005
3353,21769
3354,20368
3355,20764
3356,20660
3357,20226
3358,21192
3359,22798
3360,23190
3361,23791
3362,25202
3363,26025
3364,26777
3365,26628
3366,26886
3367,27208
3368,27093
3369,27567
3370,27395
3371,26765
3372,26404
3373,27726
3374,26943
3375,26636
3376,25471
3377,24206
3378,22220
3379,20649
3380,19864
3381,19953
3382,21265
3383,21958
3384,23229
3385,24724
3386,25322
3387,25882
3388,27045
3389,27188
3390,27430
3391,27358
3392,27671
3393,27516
3394,27400
3395,27364
3396,27381
3397,27490
3398,27205
3399,26588
3400,25889
3401,24774
3402,22389
3403,21401
3404,20440
3405,20636
3406,21649
3407,22379
3408,23332
3409,23764
3410,25107
3411,26201
3412,26897
3413,26893
3414,26383
3415,26607
3416,26464
3417,26080
3418,26198
3419,26749
3420,26439
3421,26608
3422,26445
3423,25893
3424,25261
3425,24491
3426,22378
3427,21246
3428,20321
3429,20198
3430,21407
3431,21634
3432,23208
3433,23540
3434,24988
3435,26308
3436,26989
3437,27065
3438,27481
3439,28035
3440,27824
3441,27618
3442,27530
3443,27271
3444,27131
3445,27011
3446,26573
3447,26161
3448,25311
3449,24497
3450,22965
3451,21408
3452,20502
3453,21290
3454,21925
3455,22918
3456,23138
3457,23513
3458,24939
3459,26120
3460,26597
3461,26863
3462,27259
3463,27512
3464,27151
3465,26692
3466,26061
3467,26365
3468,26295
3469,25980
3470,25423
3471,24965
3472,24406
3473,23050
3474,22233
3475,20850
3476,19617
3477,19592
3478,20835
3479,21644
3480,22286
3481,22886
3482,23914
3483,24832
3484,24997
3485,25228
3486,25699
3487,25490
3488,25137
3489,24842
3490,24794
3491,24545
3492,24521
3493,24465
3494,24099
3495,23149
3496,21580
3497,20284
3498,19576
3499,20293
3500,20774
3501,21416
3502,21346
3503,22155
3504,22675
3505,23195
3506,23791
3507,24509
3508,24127
3509,24498
3510,25173
3511,25286
3512,25269
3513,25179
3514,24617
3515,24386
3516,24501
3517,24628
3518,23921
3519,22781
3520,21022
3521,20973
3522,19529
3523,19577
3524,19682
3525,19566
3526,20499
3527,22230
3528,22240
3529,23190
3530,24267
3531,25197
3532,25804
3533,26143
3534,26402
3535,26904
3536,26812
3537,26516
3538,26593
3539,26395
3540,26483
3541,26271
3542,25951
3543,25253
3544,24184
3545,23151
3546,21011
3547,19880
3548,19423
3549,19562
3550,20265
3551,21275
3552,22485
3553,23289
3554,24516
3555,25705
3556,26048
3557,26350
3558,26629
3559,26686
3560,26475
3561,26222
3562,26084
3563,26253
3564,26112
3565,25954
3566,25456
3567,25288
3568,24283
3569,22778
3570,20575
3571,20099
3572,19212
3573,19478
3574,20118
3575,21213
3576,22442
3577,22652
3578,23913
3579,25037
3580,25525
3581,25602
3582,25927
3583,26093
3584,25485
3585,25064
3586,25094
3587,25187
3588,25187
3589,24916
3590,24473
3591,24076
3592,23006
3593,21662
3594,20546
3595,19262
3596,18664
3597,18914
3598,19837
3599,20144
3600,20773
3601,22270
3602,23804
3603,24510
3604,25133
3605,25160
3606,25313
3607,25551
3608,25231
3609,24602
3610,24251
3611,24321
3612,24102
3613,23872
3614,23406
3615,22953
3616,22346
3617,21074
3618,20014
3619,18857
3620,18466
3621,18228
3622,18315
3623,18801
3624,19317
3625,20856
3626,22578
3627,24107
3628,24373
3629,24673
3630,24768
3631,24398
3632,23573
3633,22797
3634,22511
3635,22691
3636,22837
3637,22848
3638,22661
3639,22244
3640,21723
3641,20675
3642,19923
3643,18629
3644,18051
3645,17734
3646,17720
3647,18038
3648,18718
3649,19194
3650,19926
3651,20739
3652,21202
3653,21545
3654,22641
3655,22272
3656,21593
3657,21480
3658,21110
3659,21468
3660,22231
3661,21425
3662,20441
3663,20091
3664,18951
3665,18065
3666,17631
3667,17123
3668,16767
3669,16851
3670,16975
3671,17338
3672,17713
3673,19122
3674,20494
3675,20990
3676,20963
3677,21299
3678,21676
3679,21453
3680,20708
3681,20321
3682,20493
3683,20701
3684,21130
3685,21205
3686,20779
3687,20331
3688,19315
3689,18025
3690,17550
3691,17233
3692,16968
3693,16871
3694,17088
3695,18184
3696,18285
3697,20294
3698,21460
3699,22302
3700,22669
3701,22091
3702,21992
3703,22457
3704,21909
3705,21325
3706,21385
3707,21922
3708,22456
3709,22229
3710,23004
3711,22755
3712,21691
3713,20729
3714,19121
3715,18292
3716,18148
3717,17774
3718,17866
3719,18954
3720,20063
3721,20815
3722,22644
3723,23255
3724,23754
3725,24094
3726,24331
3727,24301
3728,24062
3729,23243
3730,23536
3731,23808
3732,23530
3733,23271
3734,22874
3735,22092
3736,22004
3737,21259
3738,19785
3739,19056
3740,18084
3741,18217
3742,18330
3743,19202
3744,20034
3745,21940
3746,22739
3747,24043
3748,24249
3749,24147
3750,24796
3751,25083
3752,24670
3753,23776
3754,23632
3755,23610
3756,23502
3757,21907
3758,22954
3759,22223
3760,21731
3761,20808
3762,19786
3763,18957
3764,18366
3765,18283
3766,18444
3767,19600
3768,20382
3769,20867
3770,22028
3771,23200
3772,23723
3773,23905
3774,24186
3775,24312
3776,23984
3777,23787
3778,23286
3779,23782
3780,24364
3781,24076
3782,23458
3783,22796
3784,22363
3785,21044
3786,20196
3787,18938
3788,18542
3789,18412
3790,19704
3791,20663
3792,21099
3793,22131
3794,23809
3795,24251
3796,25172
3797,25531
3798,25929
3799,26312
3800,25756
3801,25494
3802,25503
3803,25669
3804,25412
3805,25078
3806,24824
3807,23889
3808,22719
3809,21068
3810,19942
3811,19385
3812,18508
3813,18742
3814,19107
3815,19584
3816,20603
3817,21936
3818,22630
3819,23763
3820,24202
3821,24372
3822,24585
3823,24645
3824,24097
3825,23857
3826,23747
3827,23832
3828,23878
3829,23657
3830,22634
3831,21645
3832,20690
3833,18779
3834,18311
3835,18085
3836,17949
3837,17862
3838,17951
3839,18335
3840,18639
3841,19902
3842,20791
3843,21601
3844,21910
3845,22106
3846,23079
3847,23393
3848,23139
3849,23086
3850,23039
3851,24076
3852,23747
3853,23364
3854,23631
3855,22238
3856,21099
3857,19091
3858,18031
3859,17742
3860,17809
3861,17929
3862,18249
3863,19843
3864,20723
3865,21869
3866,22907
3867,23652
3868,23972
3869,24263
3870,24760
3871,25000
3872,24481
3873,24284
3874,23982
3875,24307
3876,24108
3877,24158
3878,23495
3879,23279
3880,22842
3881,21598
3882,21282
3883,19231
3884,19221
3885,19096
3886,19744
3887,20489
3888,21883
3889,22241
3890,23381
3891,24274
3892,24463
3893,24639
3894,24989
3895,25250
3896,24828
3897,24267
3898,24257
3899,24437
3900,24035
3901,24337
3902,23558
3903,23567
3904,22520
3905,21686
3906,21089
3907,19619
3908,18776
3909,18834
3910,19724
3911,20420
3912,21177
3913,21993
3914,23268
3915,24092
3916,24637
3917,24909
3918,25312
3919,25108
3920,24223
3921,23232
3922,22725
3923,22872
3924,23226
3925,23224
3926,23165
3927,22775
3928,22584
3929,22377
3930,20374
3931,19384
3932,19018
3933,19008
3934,19378
3935,19671
3936,20698
3937,21334
3938,23089
3939,23903
3940,24150
3941,25036
3942,25144
3943,25214
3944,25122
3945,25294
3946,25127
3947,25072
3948,25013
3949,24845
3950,24431
3951,24366
3952,24227
3953,22839
3954,21379
3955,21022
3956,20094
3957,20549
3958,20539
3959,21911
3960,22551
3961,23268
3962,24314
3963,25322
3964,25903
3965,26054
3966,26471
3967,26703
3968,26592
3969,26239
3970,25913
3971,26051
3972,26054
3973,26163
3974,25702
3975,25181
3976,23785
3977,21773
3978,20700
3979,19651
3980,19228
3981,19212
3982,19429
3983,19666
3984,20716
3985,22137
3986,23456
3987,24487
3988,24500
3989,24799
3990,24931
3991,24728
3992,24418
3993,23807
3994,23260
3995,23518
3996,23448
3997,22996
3998,21864
3999,21456
4000,20506
4001,19665
4002,18709
4003,18797
4004,19172
4005,19034
4006,19120
4007,19595
4008,21028
4009,21809
4010,22246
4011,23173
4012,22482
4013,22873
4014,23518
4015,23469
4016,22722
4017,22724
4018,22371
4019,23079
4020,23190
4021,23802
4022,22683
4023,22770
4024,21784
4025,19923
4026,19553
4027,18977
4028,18609
4029,18880
4030,19301
4031,20243
4032,21542
4033,22131
4034,23208
4035,24652
4036,24019
4037,24978
4038,25396
4039,25719
4040,25564
4041,25521
4042,25067
4043,25329
4044,25574
4045,25617
4046,25559
4047,25199
4048,24413
4049,23548
4050,22140
4051,21061
4052,20493
4053,20680
4054,21839
4055,22210
4056,22579
4057,23489
4058,24908
4059,25803
4060,26225
4061,26416
4062,26886
4063,27253
4064,26972
4065,26708
4066,26665
4067,26741
4068,26778
4069,26587
4070,26102
4071,25836
4072,24927
4073,23801
4074,22388
4075,20221
4076,19926
4077,20464
4078,21384
4079,22126
4080,22772
4081,23680
4082,24778
4083,25912
4084,26255
4085,26562
4086,27028
4087,27279
4088,26625
4089,26062
4090,26042
4091,26008
4092,26417
4093,26051
4094,25736
4095,25332
4096,24208
4097,23135
4098,21284
4099,19940
4100,19404
4101,20441
4102,20664
4103,20849
4104,22218
4105,22360
4106,23546
4107,24589
4108,24781
4109,24745
4110,25201
4111,25370
4112,25095
4113,25377
4114,25082
4115,25642
4116,25758
4117,25684
4118,25320
4119,25268
4120,24410
4121,23415
4122,22207
4123,20232
4124,19533
4125,19747
4126,21138
4127,21050
4128,21720
4129,23005
4130,24233
4131,25339
4132,25600
4133,25551
4134,26050
4135,26248
4136,25748
4137,25359
4138,26364
4139,26159
4140,26171
4141,25578
4142,24617
4143,23596
4144,23754
4145,22626
4146,20665
4147,19582
4148,18743
4149,18754
4150,18890
4151,19637
4152,20558
4153,21637
4154,22835
4155,24101
4156,23763
4157,23870
4158,24910
4159,24845
4160,24132
4161,24057
4162,23343
4163,23397
4164,23662
4165,23552
4166,22834
4167,21641
4168,20398
4169,19531
4170,18698
4171,18517
4172,18292
4173,18296
4174,19212
4175,19926
4176,21127
4177,21655
4178,22949
4179,23493
4180,23517
4181,23953
4182,24426
4183,24509
4184,23641
4185,22552
4186,21644
4187,21827
4188,22095
4189,22182
4190,22009
4191,21724
4192,21076
